county,account_id,owner_name,mailing_address,parcel_address,city,zip,assessed_value,use_code,prop_type
Collin,R-8125-000-1060-1,MELAUD REAL ESTATE LLC,"4329 WONDERLAND DR, PLANO, TX 75093-6986",6300 STONEWOOD DR 106,PLANO,75024,840000,OC,Commercial
Collin,R-3879-001-0010-1,AMBER TRAIL OWNER LLC,"500 CARPENTER ST STE 450, IRVING, TX 75062-4679",17177 PRESTON RD,DALLAS,75248,582810,PS,Commercial
Collin,R-8247-00A-0010-1,CHL VIRGINIA RIDGE LLC,"PO BOX 864751, PLANO, TX 75086-4751",175 S RIDGE RD,MCKINNEY,75072,3195849,MDO,Commercial
Collin,R-8247-000-R001-1,MCKINNEY CITY OF,"PO BOX 517, MCKINNEY, TX 75070-8013",RIDGE RD,MCKINNEY,75071,1000,F1,Commercial
Collin,R-8240-00P-001E-1,VIRGINIA APTS INCORPORATED,"2306 SOUTHBAY CIR, ROWLETT, TX 75088-5530",19024 MIDWAY RD,DALLAS,75287,1775756,FSR,Commercial
Collin,R-8240-00P-001F-1,KVYM GROUP LLC,"1316 BYRON NELSON PKWY, SOUTHLAKE, TX 76092-9557",19020 MIDWAY RD,DALLAS,75287,1108538,ARS,Commercial
Collin,R-8181-00C-00C1-1,"VILLAGES OF KINGS LAKE,THE LTD","1800 PRESTON PARK BLVD STE 101, PLANO, TX 75093-5198",,MCKINNEY,75072,1000,F1,Commercial
Collin,R-2646-001-002R-1,APFI 801 SPRING CREEK LLC,"660 LAVERTON DR, FRISCO, TX 75036-6210",801 W SPRING CREEK PKWY,PLANO,75023,1718649,FSCW,Commercial
Collin,R-2646-001-0030-1,MUFARREH PROPERTIES LP,"599 MASONIC AVE, SAN FRANCISCO, CA 94117-1223",725 W SPRING CREEK PKWY,PLANO,75023,1320491,FFR,Commercial
Collin,R-0308-003-0010-1,HAGGARD ENTERPRISES LIMITED,"800 CENTRAL PKWY E STE 100, PLANO, TX 75074-5578",800 E CENTRAL PKWY,PLANO,75074,981613,OMTLR1-3,Commercial
Collin,R-0308-003-0011-1,HAGGARD ENTERPRISES LIMITED,"800 CENTRAL PKWY E STE 100, PLANO, TX 75074-5578",2000 G AVE,PLANO,75074,3460333,FLX-MTIB,Commercial
Collin,R-0340-019-004R-1,PLANO CITY OF,"PO BOX 860358, PLANO, TX 75086-0358",14TH ST/ H AVE,PLANO,75074,1000,F1,Commercial
Collin,R-0835-008-001B-1,SHILOH PLACE,"PO BOX 2731, MCKINNEY, TX 75070-8175",1206/1208 W HUNT ST,MCKINNEY,75069,265210,F1,Commercial
Collin,R-0835-008-001C-1,SHILOH PLACE,"PO BOX 2731, MCKINNEY, TX 75070-8175",1202/1204 W HUNT ST,MCKINNEY,75069,213472,F1,Commercial
Collin,R-0835-008-001D-1,SHILOH PLACE,"PO BOX 2731, MCKINNEY, TX 75070-8175",303 N WADDILL ST,MCKINNEY,75069,413680,F1,Commercial
Collin,R-3664-00A-001R-1,PLANO ISD,"2700 W 15TH ST, PLANO, TX 75075-7524",4500 QUINCY LN,PLANO,75024,10729012,EXEMPT,Commercial
Collin,R-3615-001-001R-1,CHRIST UNITED METHODIST CHURCH,"3101 COIT RD, PLANO, TX 75075-3725",3103 COIT RD,PLANO,75075,24750717,EXEMPT,Commercial
Collin,R-8248-000-0000-1,DALLAS AREA RAPID TRANSIT,"MB 7230, DALLAS, TX 75266-0163",,RICHARDSON,,16390,EXEMPT,Commercial
Collin,R-8248-000-000A-1,DALLAS AREA RAPID TRANSIT,"MB 7230, DALLAS, TX 75266-0163",,RICHARDSON,,2846,EXEMPT,Commercial
Collin,R-2338-00A-001R-1,PLANO ISD,"2700 W 15TH ST, PLANO, TX 75075-7524",1111 H AVE,PLANO,75074,1271723,EXEMPT,Commercial
Collin,R-2646-001-001R-1,GOODWILL INDUSTRIES DALLAS INC,"3020 N WESTMORELAND RD, DALLAS, TX 75212-3647",6104 ALMA DR,PLANO,75023,4008098,EXEMPT,Commercial
Collin,R-8248-000-R003-1,DALLAS AREA RAPID TRANSIT,"MB 7230, DALLAS, TX 75266-0163",INFOCOM DR,RICHARDSON,75082,2284,F1,Commercial
Collin,R-8248-000-R004-1,DALLAS AREA RAPID TRANSIT,"MB 7230, DALLAS, TX 75266-0163",3679 ROUTH WEST DR,RICHARDSON,75082,8433,EXEMPT,Commercial
Collin,R-8248-000-R005-1,DALLAS AREA RAPID TRANSIT,"MB 7230, DALLAS, TX 75266-0163",ROUTH EAST DR,RICHARDSON,75082,7557,EXEMPT,Commercial
Collin,R-6449-000-5R11-1,MCKINNEY CITY OF,"PO BOX 517, MCKINNEY, TX 75070-8013",COLLIN MCKINNEY PKY & TEST,MCKINNEY,75070,592939,F1,Commercial
Collin,R-6938-000-0160-1,DALLAS AREA RAPID TRANSIT,"MB 7230, DALLAS, TX 75266-0163",,RICHARDSON,,55097,EXEMPT,Commercial
Collin,R-2339-001-001R-1,PLANO CITY OF,"PO BOX 860358, PLANO, TX 75086-0358",2501 COIT RD,PLANO,75075,7038540,EXEMPT,Commercial
Collin,R-2623-00A-001R-1,SPIRITUAL ASSEMBLY OF BAHAIS,"4200 HEDGCOXE RD, PLANO, TX 75024-7248",4200 HEDGCOXE RD,PLANO,75024,2875916,EXEMPT,Commercial
Collin,R-8246-001-001A-1,HEIGHTS BAPTIST CHURCH THE,"201 W RENNER RD, RICHARDSON, TX 75080-1318",201 W RENNER RD,RICHARDSON,75080,41943861,EXEMPT,Commercial
Collin,R-2623-00A-0020-1,PLANO CITY OF,"PO BOX 860358, PLANO, TX 75086-0358",HEDGCOXE RD,PLANO,75024,1000,EXEMPT,Commercial
Collin,R-0227-00A-001R-1,PLANO ISD,"2700 W 15TH ST, PLANO, TX 75075-7524",1101 JACKSON DR,PLANO,75075,17104259,EXEMPT,Commercial
Collin,R-8211-000-R001-1,PLANO CITY OF,"PO BOX 860358, PLANO, TX 75086-0358",,,,1000,F1,Commercial
Collin,R-8211-000-R002-1,PLANO CITY OF,"PO BOX 860358, PLANO, TX 75086-0358",,,,1000,F1,Commercial
Collin,R-2844-001-001R-1,PPCP-RC,"5100 W PLANO PKWY, PLANO, TX 75093-5007",5100 W PLANO PKWY,PLANO,75093,21880551,EXEMPT,Commercial
Collin,R-8242-00A-0010-1,PLANO ISD,"2700 W 15TH ST, PLANO, TX 75075-7524",3201 RUSSELL CRK,PLANO,75025,12043700,EXEMPT,Commercial
Collin,R-6553-005-002R-1,PLANO CITY OF,"PO BOX 860358, PLANO, TX 75086-0358",,PLANO,,1000,F1,Commercial
Collin,R-8243-00A-0010-1,ALLEN ISD,"400 S CEDAR DR, ALLEN, TX 75002",450 TATUM DR,ALLEN,75013,55580427,EXEMPT,Commercial
Collin,R-6553-005-079R-1,PLANO CITY OF,"PO BOX 860358, PLANO, TX 75086-0358",,PLANO,,1000,F1,Commercial
Collin,R-8011-00A-001R-1,PLANO ISD,"2700 W 15TH ST, PLANO, TX 75075-7524",2941 MOLLIMAR DR,PLANO,75075,13668496,EXEMPT,Commercial
Collin,R-4739-00A-001R-1,PLANO ISD,"2700 W 15TH ST, PLANO, TX 75075-7524",8900 COIT RD,PLANO,75025,17851941,EXEMPT,Commercial
Collin,R-8195-001-R001-1,PLANO CITY OF,"PO BOX 860358, PLANO, TX 75086-0358",629 14TH ST,PLANO,75074,1000,F1,Commercial
Collin,R-8195-002-R001-1,PLANO CITY OF,"PO BOX 860358, PLANO, TX 75086-0358",629 14TH ST,PLANO,75074,1000,F1,Commercial
Collin,R-8193-00A-0010-1,WYLIE ISD,"PO BOX 490, WYLIE, TX 75098-3027",1050 PARK BLVD,WYLIE,75098,37073391,EXEMPT,Commercial
Collin,R-8193-000-R001-1,WYLIE CITY OF,"300 COUNTRY CLUB DR BLDG 100, WYLIE, TX 75098-3000",PARK BLVD,WYLIE,75098,112620,F1,Commercial
Collin,R-6695-000-0140-1,WYLIE ISD,"PO BOX 490, WYLIE, TX 75098-3027",PARK BLVD,WYLIE,75098,157115,F1,Commercial
Collin,R-8183-00A-0010-1,TOVI AUTOMOTIVE REALTY LLC,"1308 S MCDONALD ST, MCKINNEY, TX 75069-7116",701 N MCDONALD ST,MCKINNEY,75069,660275,SSCW,Commercial
Collin,R-8183-000-R001-1,MCKINNEY CITY OF,"PO BOX 517, MCKINNEY, TX 75070-8013",,,,1000,F1,Commercial
Collin,R-2065-000-R006-1,COLLIN COUNTY,"2300 BLOOMDALE RD, MCKINNEY, TX 75071-8517",,PROSPER,75078,9200,F1,Commercial
Collin,R-8178-00A-0002-1,HAYES MICHAEL B & DEE A,"4001 QUAIL RIDGE DR, MCKINNEY, TX 75072-5318",,MCKINNEY,75072,1000,F1,Commercial
Collin,R-8178-00A-0003-1,HAYES MICHAEL B & DEE A,"4001 QUAIL RIDGE DR, MCKINNEY, TX 75072-5318",,MCKINNEY,75072,1000,F1,Commercial
Collin,R-3415-00A-01AR-1,YMCA OF FRISCO,"2401 INTERNET BLVD STE 100, FRISCO, TX 75034-5976",300 S RIDGE RD,MCKINNEY,75072,4136591,EXEMPT,Commercial
Collin,R-8223-00F-0010-1,LISMORE PRODUCTS LLC,"801 E CAMPBELL RD, RICHARDSON, TX 75081-1890",810 W WHITE ST,ANNA,75409,2197500,SC,Commercial
Collin,R-8223-00F-0001-1,ANNA CITY OF,"PO BOX 776, ANNA, TX 75409-0776",FM 455,ANNA,75409,1000,F1,Commercial
Collin,R-1011-010-004A-1,FIRST BAPTIST CHURCH OF JOSEPHINE,"PO BOX 9, JOSEPHINE, TX 75164-0009",,JOSEPHINE,75173,93024,EXEMPT,Commercial
Collin,R-8253-00A-0010-1,MDC COAST 13 LLC,"ATTN: TAX DEPARTMENT, DALLAS, TX 75240-6580",1600 W FM 544,WYLIE,75098,3031032,RE,Commercial
Collin,R-8254-000-R001-1,LUCAS CITY OF,"665 COUNTRY CLUB RD, LUCAS, TX 75002-7651",WINNINGKOFF RD,LUCAS,75002,1000,F1,Commercial
Collin,R-8192-00A-0010-1,HD DEVELOPMENT PROPERTIES LP,"PO BOX 105842, ATLANTA, GA 30348-5842",252 N CUSTER RD,MCKINNEY,75071,9789038,DIS,Commercial
Collin,R-8192-00A-0020-1,RAVENWOOD TOWERS INC,"4000 MACARTHUR BLVD STE 105, NEWPORT BEACH, CA 92660-2517",104 N CUSTER RD,MCKINNEY,75071,2299879,BBR,Commercial
Collin,R-8192-00B-0010-1,HD DEVELOPMENT PROPERTIES LP,"PO BOX 105842, ATLANTA, GA 30348-5842",,,,10071,C1,Commercial
Collin,R-8192-000-R001-1,MCKINNEY CITY OF,"PO BOX 517, MCKINNEY, TX 75070-8013",CUSTER RD,MCKINNEY,75070,1000,F1,Commercial
Collin,R-2141-00C-0050-1,JP MORGAN CHASE BANK NA,"1111 POLARIS PKWY STE 1J, COLUMBUS, OH 43240-2031",2091 ELDORADO PKWY,MCKINNEY,75070,2226936,BBR,Commercial
Collin,R-2332-00A-001B-1,CF PLANTATION ARCIS LLC,"8343 DOUGLAS AVE STE 200, DALLAS, TX 75225-5887",4701 PLANTATION LN,FRISCO,75035,174984,GCDR,Commercial
Collin,R-3430-00A-004R-1,3501 HOLDINGS CO LLC,"PO BOX 800729, DALLAS, TX 75380-0729",3501 CENTRAL EXPY,PLANO,75023,3393565,RE,Commercial
Collin,R-3430-00A-R004-1,PLANO CITY OF,"PO BOX 860358, PLANO, TX 75086-0358",PREMIER DR,PLANO,75023,1000,F1,Commercial
Collin,R-5039-000-006C-1,CANDOR INVESTMENTS LLC,"110 HORSESHOE BND, FAIRVIEW, TX 75069-8700",305 W SPRING CREEK PKWY 6C,PLANO,75023,559978,OC,Commercial
Collin,R-5039-000-006B-1,WILHELMUS DON & SHEILA,"305 W SPRING CRK PKWY STE 103A, PLANO, TX 75023-4639",305 W SPRING CREEK PKWY 6B,PLANO,75023,800000,OC,Commercial
Collin,R-8256-000-R001-1,ANNA CITY OF,"PO BOX 776, ANNA, TX 75409-0776",COUNTY ROAD 371,ANNA,75409,21213,F1,Commercial
Collin,R-2549-00A-001R-1,JMCR LEGACY LLC,"4550 TRAVIS ST STE 250, DALLAS, TX 75205-4674",5201 TENNYSON PKWY,PLANO,75024,29995576,OMTLR1-3,Commercial
Collin,R-6294-003-0650-1,MASON JAMES F TRUSTEE,"4242 LOMO ALTO DR APT E23, DALLAS, TX 75219-1586",US HWY 75,MELISSA,75454,1675690,C1,Commercial
Collin,R-2653-00A-0010-1,BETHANY CENTER LLC,"1512 SUGAR CREEK DR, CARROLLTON, TX 75007-3924",600 E BETHANY DR,ALLEN,75002,1955943,SC,Commercial
Collin,R-2653-00A-R001-1,ALLEN CITY OF,"305 CENTURY PKWY, ALLEN, TX 75013-8042",,,,353,F1,Commercial
Collin,R-6294-003-0690-1,MELISSA CITY OF,"3411 BARKER AVE, MELISSA, TX 75454-9569",,,,93000,F1,Commercial
Collin,R-6294-003-0120-1,MELISSA JOINT VENTURE,"4242 LOMO ALTO DR APT E23, DALLAS, TX 75219-1586",2425 CENTRAL EXPY,MELISSA,75454,266936,MFU,Commercial
Collin,R-4484-00A-003R-1,RELIABLE PM HOLDINGS LLC,"1323 MEADOWBROOK DR, MCKINNEY, TX 75069-7929",1509 MERCURY CIR,MCKINNEY,75071,1793024,WHO-STIB,Commercial
Collin,R-6609-000-006R-1,ALLEN CITY OF,"305 CENTURY PKWY, ALLEN, TX 75013-8042",ANGEL PKWY,ALLEN,75002,6720,F1,Commercial
Collin,R-6323-000-007R-1,ALLEN CITY OF,"305 CENTURY PKWY, ALLEN, TX 75013-8042",ANGEL PKWY,ALLEN,75002,67797,F1,Commercial
Collin,R-8259-00A-0020-1,HALL 6850 GAYLORD LLC,"2323 ROSS AVE STE 200, DALLAS, TX 75201-2723",6850 GAYLORD PKWY,FRISCO,75034,2450000,PSDF,Commercial
Collin,R-8259-000-R001-1,STATE OF TEXAS,"PO BOX 133067, DALLAS, TX 75313-3067",DALLAS PKWY,PLANO,75024,1200,F1,Commercial
Collin,R-1137-00C-006F-1,MAHOMED FAMILY TRUST THE,"PO BOX 260757, PLANO, TX 75026-0757",,,,472931,C1,Commercial
Collin,R-6324-000-0310-1,ALOHA CAR WASH & LUBE LLC,"1017 E MAIN ST, ALLEN, TX 75002-3908",,,,1981,F1,Commercial
Collin,R-1169-011-001A-1,STONE STREET PROPERTIES LP,"PO BOX 92341, SOUTHLAKE, TX 76092-0135",501 N STATE HWY 78,WYLIE,75098,517781,FSR,Commercial
Collin,R-1169-011-01AR-1,STATE OF TEXAS,"PO BOX 133067, DALLAS, TX 75313-3067",,WYLIE,75098,523,F1,Commercial
Collin,R-6668-000-002R-1,ALLEN CITY OF,"305 CENTURY PKWY, ALLEN, TX 75013-8042",ALMA DR,ALLEN,75013,53760,F1,Commercial
Collin,R-6668-000-10R1-1,ALLEN CITY OF,"305 CENTURY PKWY, ALLEN, TX 75013-8042",ALMA DR,ALLEN,75013,68940,F1,Commercial
Collin,R-7017-000-007R-1,ALLEN CITY OF,"305 CENTURY PKWY, ALLEN, TX 75013-8042",ALMA DR,ALLEN,75013,20149,F1,Commercial
Collin,R-7017-000-0210-1,WENDOVER DEVELOPMENT LLC,"3899 MAPLE AVE, DALLAS, TX 75219-3913",TATUM DR,ALLEN,75013,7010,C1,Commercial
Collin,R-7017-000-021R-1,ALLEN CITY OF,"305 CENTURY PKWY, ALLEN, TX 75013-8042",ALMA DR,ALLEN,75013,21055,F1,Commercial
Collin,R-6002-003-0830-1,RICHEY GARY & CONNIE &,"PO BOX 157, LAVON, TX 75166-0157",712 S MAIN ST,LAVON,75166,1076400,PSDF,Commercial
Collin,R-6002-003-1240-1,WYLIE CYPP PROPERTIES LTD,"PO BOX 307, WYLIE, TX 75098-3023",COUNTY ROAD 484,LAVON,75166,143095,C1,Commercial
Collin,R-3412-000-R001-1,MCKINNEY CITY OF,"PO BOX 517, MCKINNEY, TX 75070-8013",ELDORADO PKWY,MCKINNEY,75070,1000,F1,Commercial
Collin,R-6708-000-067R-1,ALLEN CITY OF,"305 CENTURY PKWY, ALLEN, TX 75013-8042",JUPITER RD,ALLEN,75002,1204,F1,Commercial
Collin,R-8260-00A-0010-1,FLLN LTD & MOCKINGBIRD DEVELOPMENT LTD &,"PO BOX 190746, DALLAS, TX 75219-6908",5403 DALLAS PKWY,FRISCO,75034,1742300,CS,Commercial
Collin,R-8260-000-R001-1,STATE OF TEXAS,"PO BOX 133067, DALLAS, TX 75313-3067",DALLAS PKWY,FRISCO,75034,1200,F1,Commercial
Collin,R-8260-000-R002-1,FRISCO CITY OF,"6101 FRISCO SQ BLVD STE 1000, FRISCO, TX 75034-3239",LEBANON RD,FRISCO,75034,1200,F1,Commercial
Collin,R-5102-000-R003-1,MCKINNEY CITY OF,"PO BOX 517, MCKINNEY, TX 75070-8013",CENTRAL EXPY,MCKINNEY,75070,1000,F1,Commercial
Collin,R-8265-000-R001-1,PROSPER CITY OF,00000,COUNTY ROAD 80,PROSPER,75078,1000,F1,Commercial
Collin,R-6112-000-0180-1,UNDERWOOD LOWELL A & ELAINE,"PO BOX 452, PROSPER, TX 75078-4407",430 N HAYS RD,PROSPER,75078,740598,PE-STIB,Commercial
Collin,R-8263-00A-0010-1,HALL G3 II LLC,"2323 ROSS AVE STE 200, DALLAS, TX 75201-2723",2811 INTERNET BLVD,FRISCO,75034,14500000,OMTLR1-3,Commercial
Collin,R-8266-00A-0010-1,FRISCO ISD,"5515 OHIO DR, FRISCO, TX 75035-7002",8201 ROBINSON RD,PLANO,75024,9951521,EXEMPT,Commercial
Collin,R-8266-000-R001-1,PLANO CITY OF,"PO BOX 860358, PLANO, TX 75086-0358",ROBINSON RD,PLANO,75024,1000,F1,Commercial
Collin,R-8257-000-MH01-1,KELLY KENDALL J,"1503 TIMBER EDGE DR, MCKINNEY, TX 75072-5484",1500 INDUSTRIAL BLVD,MCKINNEY,75069,190874,AH-IMPO,Commercial
Collin,R-8257-000-MH02-1,DOYLE DANNY & PATRICIA,"3901 FM 2933, MCKINNEY, TX 75071-0348",1500 INDUSTRIAL BLVD,MCKINNEY,75069,190874,AH-IMPO,Commercial
Collin,R-8257-000-MH03-1,LIFLAND KENNETH DAVID,"710 CROSS TIMBERS DR, MCKINNEY, TX 75069-4776",1500 INDUSTRIAL BLVD,MCKINNEY,75069,190874,AH-IMPO,Commercial
Collin,R-8257-000-MH04-1,LOTT JASON,"9720 AUDUBON PL, DALLAS, TX 75220-2011",1500 INDUSTRIAL BLVD,MCKINNEY,75069,190874,AH-IMPO,Commercial
Collin,R-8257-000-MH05-1,STAR DOG AVIATION LLC,"4300 MEADOW HL, MCKINNEY, TX 75070-4600",1500 INDUSTRIAL BLVD,MCKINNEY,75069,190874,AH-IMPO,Commercial
Collin,R-8257-000-MH06-1,DIAMOND ROBERT A,"1401 WINDING CREEK RD, PROSPER, TX 75078-9582",1500 INDUSTRIAL BLVD,MCKINNEY,75069,190874,AH-IMPO,Commercial
Collin,R-8257-000-MH07-1,WILSON DAVID K & SUSAN L,"314 OGANA TRCE, LOUDON, TN 37774-2784",1500 INDUSTRIAL BLVD,MCKINNEY,75069,190874,AH-IMPO,Commercial
Collin,R-8257-000-MH08-1,COFFEY CALVIN A,"3191 MEDICAL CTR DR APT 34206, MCKINNEY, TX 75069-0106",1500 INDUSTRIAL BLVD,MCKINNEY,75069,190874,AH-IMPO,Commercial
Collin,R-8257-000-MH09-1,FLUNKER LIVING TRUST,"212 TERRA VERDE LN, MCKINNEY, TX 75069",1500 INDUSTRIAL BLVD,MCKINNEY,75069,190874,AH-IMPO,Commercial
Collin,R-8257-000-MH10-1,BURGDORF DALE A & GLORIA R,"6345 CURTIS ST, PLANO, TX 75093-6502",1500 INDUSTRIAL BLVD,MCKINNEY,75069,190874,AH-IMPO,Commercial
Collin,R-8257-000-MH11-1,REDMON JAMES,"10105 MORNING GLORY LN, FRISCO, TX 75035-7041",1500 INDUSTRIAL BLVD,MCKINNEY,75069,190874,AH-IMPO,Commercial
Collin,R-8257-000-MH12-1,BERTRAM DAVID & POLLOCK MICHAEL,"5316 ARBOR DR, MCKINNEY, TX 75070",1500 INDUSTRIAL BLVD,MCKINNEY,75069,190874,AH-IMPO,Commercial
Collin,R-8257-000-MH30-1,FERRARO JEFFREY T,"2732 CREEK CROSSING DR, MCKINNEY, TX 75072-4717",1500 INDUSTRIAL BLVD,MCKINNEY,75069,116136,AH-IMPO,Commercial
Collin,R-8257-000-MH14-1,BLALOCK JEFFREY A & CAROL L,"6909 EDGEWATER DR, MCKINNEY, TX 75072-5591",1500 INDUSTRIAL BLVD,MCKINNEY,75069,190874,AH-IMPO,Commercial
Collin,R-8257-000-MH15-1,FERRARO THOMAS P &,"2900 STONEPOINTE, MCKINNEY, TX 75072-4028",1500 INDUSTRIAL BLVD,MCKINNEY,75069,190874,AH-IMPO,Commercial
Collin,R-8257-000-MH16-1,MONETTE MICHAEL A & LINDA J,"6711 NORTHWOOD RD, DALLAS, TX 75225-2537",1500 INDUSTRIAL BLVD,MCKINNEY,75069,190874,AH-IMPO,Commercial
Collin,R-8257-000-MH17-1,COWAN ANDREW T,"2250 PURDUE DR, ALLEN, TX 75002-8584",1500 INDUSTRIAL BLVD,MCKINNEY,75069,190874,AH-IMPO,Commercial
Collin,R-8257-000-MH18-1,MYRES RONALD W REVOCABLE TRUST,"1724 NICKLAUS CT, MCKINNEY, TX 75072-2794",1500 INDUSTRIAL BLVD,MCKINNEY,75069,165972,AH-IMPO,Commercial
Collin,R-8257-000-MH19-1,FOX THREE INC,"1500 INDUSTRIAL BLVD STE 403, MCKINNEY, TX 75069-7569",1500 INDUSTRIAL BLVD,MCKINNEY,75069,239414,AH-IMPO,Commercial
Collin,R-8257-000-MH20-1,LIFLAND KENNETH D,"801 PEACEFUL PSALMS PL, GEORGETOWN, TX 78633-2738",1500 INDUSTRIAL BLVD,MCKINNEY,75069,116136,AH-IMPO,Commercial
Collin,R-8257-000-MH21-1,SC & DSS LLC,"PO BOX 3175, MCKINNEY, TX 75070-8184",1500 INDUSTRIAL BLVD,MCKINNEY,75069,239414,AH-IMPO,Commercial
Collin,R-8257-000-MH22-1,MITCHELL THOMAS W & ANITA P,"1008 WOODCLIFF DR, MCKINNEY, TX 75072-8389",1500 INDUSTRIAL BLVD,MCKINNEY,75069,116136,AH-IMPO,Commercial
Collin,R-8257-000-MH23-1,WILLIAMSON L WAYNE - LE & THE L WAYNE WILLIAMSON LIVING TRUST,"420 DALE DR, MCKINNEY, TX 75071-3980",1500 INDUSTRIAL BLVD,MCKINNEY,75069,239414,AH-IMPO,Commercial
Collin,R-8257-000-MH24-1,REDMON JAMES A,"10105 MORNING GLORY LN, FRISCO, TX 75035-7041",1500 INDUSTRIAL BLVD,MCKINNEY,75069,116136,AH-IMPO,Commercial
Collin,R-8257-000-MH25-1,KERIN CHARLES A,"698 FARM ROAD 2081, YANTIS, TX 75497-7376",1500 INDUSTRIAL BLVD,MCKINNEY,75069,239414,AH-IMPO,Commercial
Collin,R-8257-000-MH26-1,MOORE THOMAS A,"539 W COMMERCE ST, DALLAS, TX 75208-1953",1500 INDUSTRIAL BLVD,MCKINNEY,75069,116136,AH-IMPO,Commercial
Collin,R-8257-000-MH27-1,BOST DEBORA S,"3225 LANGLEY DR, PLANO, TX 75025-5311",1500 INDUSTRIAL BLVD,MCKINNEY,75069,239414,AH-IMPO,Commercial
Collin,R-8257-000-MH28-1,LONG PATRICK JOSEPH DECLARATION OF TRUST,"1408 STILLWATER COVE DR, LITTLE ELM, TX 75068-5312",1500 INDUSTRIAL BLVD,MCKINNEY,75069,116136,AH-IMPO,Commercial
Collin,R-8257-000-MH29-1,HUFF PETER C & NANCY L,"1700 PEMBROKE LN, MCKINNEY, TX 75072-4797",1500 INDUSTRIAL BLVD,MCKINNEY,75069,239414,AH-IMPO,Commercial
Collin,R-8257-000-MH31-1,FERRARO THOMAS P,"2900 STONEPOINTE, MCKINNEY, TX 75072-4028",1500 INDUSTRIAL BLVD,MCKINNEY,75069,239414,AH-IMPO,Commercial
Collin,R-8257-000-MH32-1,RODGERS H LYNN JR & RODGERS EDNA D,"1109 W LOUISIANA ST, MCKINNEY, TX 75069-4537",1500 INDUSTRIAL BLVD,MCKINNEY,75069,131086,AH-IMPO,Commercial
Collin,R-6747-000-0540-1,MCKINNEY CITY OF,"PO BOX 517, MCKINNEY, TX 75070-8013",1401 INDUSTRIAL BLVD,MCKINNEY,75069,1970401,EXEMPT,Commercial
Collin,R-6747-000-0590-1,MCKINNEY CITY OF,"PO BOX 517, MCKINNEY, TX 75070-8013",AIRPORT DR,MCKINNEY,75069,501223,EXEMPT,Commercial
Collin,R-6920-001-0440-1,NORTH TEXAS MUNICIPAL WATER DISTRICT,"PO BOX 2408, WYLIE, TX 75098-2408",201 E BROWN ST,WYLIE,75098,3115553,EXEMPT,Commercial
Collin,R-2103-00C-005R-1,TEXAS EROSION SUPPLY LP,"PO BOX 2949, WYLIE, TX 75098-3066",1327 CENTURY WAY,WYLIE,75098,1032621,WH-STIB,Commercial
Collin,R-2103-00C-05RR-1,WYLIE CITY OF,"300 COUNTRY CLUB DR BLDG 100, WYLIE, TX 75098-3000",,WYLIE,75098,1000,F1,Commercial
Collin,R-6033-001-1660-1,DALLAS AREA RAPID TRANSIT,"MB 7230, DALLAS, TX 75266-0163",,,,80000,EXEMPT,Commercial
Collin,R-6606-000-01R2-1,FRISCO CITY OF,"6101 FRISCO SQ BLVD STE 1000, FRISCO, TX 75034-3239",PRESTON RD,FRISCO,75033,13560,F1,Commercial
Collin,R-7011-000-0110-1,PEPPER FAMILY PSHP LTD,"6205 CHAPEL HILL BLVD STE 200, PLANO, TX 75093-8441",2511 COUNTY ROAD 376,ANNA,75409,841453,SSF,Commercial
Collin,R-2141-00C-R051-1,MCKINNEY CITY OF,"PO BOX 517, MCKINNEY, TX 75070-8013",CRAIG DR & ELDORADO PKWY,MCKINNEY,75070,1000,F1,Commercial
Collin,R-7073-000-0010-1,HORNBAKER CLARK A & LINDA L,"4910 EDEN HILL LN, CELINA, TX 75009-3603",4910 EDEN HILL LN,CELINA,75009,986591,F1,Commercial
Collin,R-6867-001-0020-1,OWENS RANCHES WEST VILLAGE LLC,"6106 ROYALTON DR, DALLAS, TX 75230-3444",2210 E MELISSA RD,MELISSA,75454,306248,C1,Commercial
Collin,R-6621-000-044R-1,PLANO CITY OF,"PO BOX 860358, PLANO, TX 75086-0358",JUPITER RD,PLANO,75074,1800,F1,Commercial
Collin,R-8264-000-R001-1,MCKINNEY CITY OF,"PO BOX 517, MCKINNEY, TX 75070-8013",CUSTER RD,MCKINNEY,75071,1000,F1,Commercial
Collin,R-2097-00C-003R-1,COLLIN COUNTY MENTAL HEALTH MENTAL RETARDATION CENTER,"1515 HERITAGE DR STE 105, MCKINNEY, TX 75069-3378",1515 HERITAGE DR,MCKINNEY,75069,11783274,EXEMPT,Commercial
Collin,R-8268-00A-0010-1,LONGHORN ELITE REALTY PARTNERS LLC,"1517 ASTORIA DR, ALLEN, TX 75013-5819",4901 ARROYO TRL,MCKINNEY,75070,1295000,PSDF,Commercial
Collin,R-6400-000-0030-1,ROANOKE MANOR LLC,"4900 MAIN ST STE 800, KANSAS CITY, MO 64112-2753",,,,11511560,C1,Commercial
Collin,R-6400-000-01R2-1,MCKINNEY CITY OF,"PO BOX 517, MCKINNEY, TX 75070-8013",TINA DR,MCKINNEY,75070,100560,F1,Commercial
Collin,R-6688-001-077R-1,STATE OF TEXAS,"PO BOX 133067, DALLAS, TX 75313-3067",LYNDA LN,WYLIE,75098,628,F1,Commercial
Collin,R-8269-000-R001-1,FRISCO CITY OF,"6101 FRISCO SQ BLVD STE 1000, FRISCO, TX 75034-3239",,,,1000,F1,Commercial
